Step,Time_s,Kinetic_Energy,Potential_Energy,Total_Energy
1020,0.51,95091.747639584,-9.882278754267013,95081.86536082973
1030,0.515,95091.64748323656,-9.950667154144865,95081.69681608242
1040,0.52,95034.70818958055,46.26370505999079,95080.97189464053
1050,0.525,95062.6201699741,18.932090489380354,95081.55226046349
1060,0.53,94965.89270786775,115.89011297133135,95081.78282083909
1070,0.535,95013.81143206617,67.97643843156818,95081.78787049773
1080,0.54,95070.39918008888,11.419738215209353,95081.81891830408
1090,0.545,95081.19491934704,0.6322460541917847,95081.82716540122
1100,0.55,95084.73186378492,-2.924905445954915,95081.80695833897
1110,0.555,94792.957114122,287.06703019415403,95080.02414431615
1120,0.56,94947.39614784115,129.3530244121948,95076.74917225335
1130,0.5650000000000001,95023.96815389577,54.70518202055614,95078.67333591632
1140,0.5700000000000001,95037.9050414731,42.72564020922863,95080.63068168233
1150,0.5750000000000001,94814.51663904384,267.046123892748,95081.56276293659
1160,0.58,95079.84253391274,1.1112752716819765,95080.95380918443
1170,0.585,95053.83431539315,21.753648511052155,95075.5879639042
1180,0.59,93114.4911972559,2074.7017269340536,95189.19292418996
1190,0.595,95089.30395013854,-7.43102741528015,95081.87292272325
1200,0.6,95090.19736129155,-8.412752400711032,95081.78460889084
1210,0.605,94869.92713917297,213.9665248412618,95083.89366401423
1220,0.61,95039.8746801562,40.502987474001344,95080.3776676302
1230,0.615,94475.97224907698,556.8440981979898,95032.81634727497
1240,0.62,94396.0170370068,536.7806183244722,94932.79765533126
1250,0.625,94844.0718964618,201.36069617787092,95045.43259263967
1260,0.63,94985.85938010812,61.3594160271241,95047.21879613525
1270,0.635,95043.12111601094,4.687978870378441,95047.80909488132
1280,0.64,95054.82449145248,-6.7482098600739615,95048.07628159241
1290,0.645,93569.56142610482,1453.5634235217435,95023.12484962656
1300,0.65,94465.9742110378,555.3063019945283,95021.28051303232
1310,0.655,95054.59394562716,-6.601339991349983,95047.99260563581
1320,0.66,94848.0329222536,199.61458997577836,95047.64751222938
1330,0.665,94979.16648861869,68.17242837425098,95047.33891699294
1340,0.67,95056.25253091489,-8.179125556797299,95048.0734053581
1350,0.675,95056.03901421433,-8.023939049158786,95048.01507516517
1360,0.68,94909.45734711738,137.21041001209255,95046.66775712947
1370,0.685,94543.06313321777,504.8817366083082,95047.94486982608
1380,0.6900000000000001,94998.93872094626,42.55757823066722,95041.49629917693
1390,0.6950000000000001,94952.32884844,89.57076993774265,95041.89961837773
1400,0.7000000000000001,95019.81119979004,21.711191789391975,95041.52239157943
1410,0.705,95048.00937993548,-6.300188227259587,95041.70919170821
1420,0.71,95052.00412630427,-10.3037834409733,95041.70034286329
1430,0.715,95046.66515577174,-5.007582508260587,95041.65757326348
1440,0.72,94917.14182694614,124.41370363716099,95041.5555305833
1450,0.725,94830.95668447562,210.96073671978766,95041.91742119541
1460,0.73,95016.95592858638,22.908250823019863,95039.8641794094
1470,0.735,95261.34504386083,-7.650359030226633,95253.6946848306
1480,0.74,95258.05775231906,-5.411831671647981,95252.64592064741
1490,0.745,95321.50558574605,123.24350376048298,95444.74908950654
1500,0.75,95390.46309613876,55.92637196327142,95446.38946810203
1510,0.755,95424.12449493073,24.448976571946808,95448.57347150268
1520,0.76,95445.10712870158,3.2589410243218344,95448.3660697259
1530,0.765,95442.50439795438,5.833964780568855,95448.33836273495
1540,0.77,95450.68606266851,-2.3873572199315554,95448.29870544857
1550,0.775,95434.4454391239,13.829369548140182,95448.27480867204
1560,0.78,95445.4471440517,2.8586489160045456,95448.3057929677
1570,0.785,95447.46686262282,0.8408394874717698,95448.3077021103
1580,0.79,95453.90757741785,-5.601248393151929,95448.3063290247
1590,0.795,95445.7134347683,2.578865337581222,95448.29230010588
1600,0.8,95399.47845049301,47.34193925143704,95446.82038974445
1610,0.805,93849.57301978277,1568.88932657156,95418.46234635432
1620,0.81,95293.93357398944,143.04582486320123,95436.97939885265
1630,0.8150000000000001,95225.78958710206,204.06735634459318,95429.85694344665
1640,0.8200000000000001,95446.31300927147,-7.771328313368769,95438.54168095811
1650,0.8250000000000001,95417.75340868541,20.051436001656676,95437.80484468707
1660,0.8300000000000001,95385.21387273639,52.35419927622657,95437.56807201263
1670,0.835,95428.68042734636,9.896331920059042,95438.57675926642
1680,0.84,95384.49860432098,52.22442973290302,95436.72303405388
1690,0.845,95204.2214512329,228.2954426830134,95432.5168939159
1700,0.85,95044.15962676276,391.96250190045623,95436.12212866322
1710,0.855,95334.92301692883,92.54103626466156,95427.4640531935
1720,0.86,95080.12836615006,347.54064360568555,95427.66900975574
1730,0.865,95299.72058865026,119.75861212859456,95419.47920077886
1740,0.87,95412.19902310047,7.034925180005373,95419.23394828048
1750,0.875,95429.94676255964,-10.719389647284038,95419.22737291236
1760,0.88,95424.89467226955,-5.648758046924482,95419.24591422263
1770,0.885,95387.77426776316,31.10647948596498,95418.88074724913
1780,0.89,94628.75550192971,778.1856556675225,95406.94115759723
1790,0.895,95235.78999959907,178.98863588262208,95414.77863548169
1800,0.9,95363.42199580534,56.003786235751434,95419.4257820411
1810,0.905,95268.00369609497,150.30470491562366,95418.3084010106
1820,0.91,95137.79042656961,280.5346265948875,95418.3250531645
1830,0.915,95350.23712774363,68.96262639926174,95419.1997541429
1840,0.92,95380.87398618892,38.37226626290124,95419.24625245182
1850,0.925,94463.2113967883,916.329778252731,95379.54117504104
1860,0.93,95412.25926412817,6.693307635034351,95418.9525717632
1870,0.935,94742.45433604644,670.8566149681532,95413.3109510146
1880,0.9400000000000001,95386.64943403425,31.936275838517094,95418.58570987276
1890,0.9450000000000001,95379.64201447993,39.55301665269391,95419.19503113262
1900,0.9500000000000001,95404.8763546383,14.000121350305298,95418.8764759886
1910,0.9550000000000001,90361.21880327907,5212.996484731841,95574.21528801092
1920,0.96,95419.06587117536,-0.5598672296888569,95418.50600394567
1930,0.965,95383.01194536743,35.33309914599394,95418.34504451342
1940,0.97,95304.09575872195,111.97691915158028,95416.07267787353
1950,0.975,95325.34176258657,90.96663681740947,95416.30839940398
1960,0.98,95396.10365451792,22.44765767310652,95418.55131219103
1970,0.985,95394.91657190383,23.631954782032444,95418.54852668586
1980,0.99,95391.01269696184,27.349319382697516,95418.36201634454
1990,0.995,94884.13137765495,481.6621665948378,95365.79354424978
2000,1.0,95231.21212973111,172.93903923596756,95404.15116896707
2010,1.0050000000000001,95284.63145622732,122.87961162777987,95407.5110678551
2020,1.01,95379.68944250852,25.25162221516861,95404.9410647237
2030,1.0150000000000001,95413.53340937707,-6.025502230813898,95407.50790714625
2040,1.02,95409.37592614973,-1.8363261927953456,95407.53959995693
2050,1.025,95408.41873693734,-0.8954554945750539,95407.52328144276
2060,1.03,95318.22616305407,81.02695864598661,95399.25312170007
2070,1.035,94715.88304821245,691.7789877068387,95407.66203591929
2080,1.04,95401.52556958277,3.294575802988423,95404.82014538575
2090,1.045,95406.17919120984,-1.190630446973121,95404.98856076287
2100,1.05,95378.15583268419,26.83132300940769,95404.9871556936
2110,1.055,95254.75832611902,147.61172522366573,95402.37005134269
2120,1.06,95207.86817204143,192.9694254309722,95400.8375974724
2130,1.065,94417.98779198635,999.8901170122755,95417.87790899862
2140,1.07,95119.4665441398,283.1885705602565,95402.65511470006
2150,1.075,94906.87458254959,493.08071887553706,95399.95530142513
2160,1.08,94862.12134908527,494.00328981289636,95356.12463889817
2170,1.085,95393.07693701304,3.087261000611588,95396.16419801365
2180,1.09,95108.5865604401,276.8700168711487,95385.45657731126
2190,1.095,95036.6146632701,358.20809193451413,95394.82275520462
2200,1.1,95399.77376726728,-2.91002436305103,95396.86374290423
2210,1.105,95394.39481683222,2.4275304213369147,95396.82234725356
2220,1.11,95010.87552583971,384.2064448307413,95395.08197067045
2230,1.115,94306.33500421589,1095.8570050417754,95402.19200925766
2240,1.12,95411.51445065848,-2.4835274947808545,95409.0309231637
2250,1.125,95419.03770588464,-9.818576845003447,95409.21912903963
2260,1.1300000000000001,94465.29409582182,874.9559270360525,95340.25002285787
2270,1.135,95413.4256452416,-5.8468504370987295,95407.5787948045
2280,1.1400000000000001,95411.43494158759,-3.6421874633262363,95407.79275412427
2290,1.145,95409.84151456668,-2.0531890551572776,95407.78832551153
2300,1.1500000000000001,95414.42056043865,-6.6224833689863765,95407.79807706966
2310,1.155,95418.41362923282,-10.664264525187427,95407.74936470763
2320,1.16,92833.2690566135,2555.9416778516215,95389.21073446512
2330,1.165,93338.62533884266,1837.5700181234997,95176.19535696616
2340,1.17,94701.8215368535,436.2265761624857,95138.04811301599
2350,1.175,94992.1342412004,149.57087909864072,95141.70512029904
2360,1.18,93636.43098605156,1477.9130292192226,95114.34401527079
2370,1.185,92291.58681951644,2921.2683810782078,95212.85520059464
2380,1.19,94636.54773669544,477.7886872037258,95114.33642389916
2390,1.195,95099.27714713509,11.580784418109626,95110.8579315532
2400,1.2,95118.23976541046,-7.155355126834607,95111.08441028363
2410,1.205,94854.43540557606,259.1756232237479,95113.61102879982
2420,1.21,95107.43279810205,3.6151475745747104,95111.04794567662
2430,1.215,95066.96271677417,43.29446698850821,95110.25718376267
2440,1.22,95038.40433006038,71.78896867596639,95110.19329873635
2450,1.225,95094.48813284992,16.635877941181068,95111.1240107911
2460,1.23,94356.99711130247,739.5176067182864,95096.51471802076
2470,1.235,94960.54289049396,148.9525734629143,95109.49546395688
2480,1.24,95076.69431976901,34.42752949686439,95111.12184926588
2490,1.245,94919.78514941443,191.7513932931697,95111.5365427076
2500,1.25,93593.49869414313,1513.2931921335626,95106.7918862767
2510,1.2550000000000001,95100.94291040245,-2.290463056303093,95098.65244734615
2520,1.26,95094.14747711422,4.721665551210017,95098.86914266544
2530,1.2650000000000001,95076.62171294054,22.25979784764949,95098.8815107882
2540,1.27,94661.50853963816,442.9430113340183,95104.45155097218
2550,1.2750000000000001,92119.30866546817,3075.4517480402383,95194.76041350841
2560,1.28,94126.86561113773,942.8306652425612,95069.6962763803
2570,1.285,95090.06150049434,7.301822532003696,95097.36332302634
2580,1.29,95105.62956527603,-8.092968719317897,95097.53659655672
2590,1.295,95104.4940287492,-6.950152549692859,95097.54387619952
2600,1.3,95089.66057622075,7.886560622492295,95097.54713684323
2610,1.305,95091.60109469647,5.9511742195926445,95097.55226891606
2620,1.31,93733.24770219615,1353.43215796806,95086.67986016421
2630,1.315,95096.79449819008,0.5579688910122917,95097.35246708109
2640,1.32,95077.34197422728,19.631504342819337,95096.9734785701
2650,1.325,94927.46783925597,165.70829860553027,95093.1761378615
2660,1.33,95079.85588201234,16.21512134938947,95096.07100336174
2670,1.335,94805.66317903563,275.09144480505574,95080.7546238407
2680,1.34,94731.37118804341,290.37716406526374,95021.74835210868
2690,1.345,95008.77162695586,61.19683229467374,95069.96845925054
2700,1.35,95069.05213223508,0.780836729841841,95069.83296896493
2710,1.355,95079.91780175644,-9.808901787941755,95070.1088999685
2720,1.36,95077.70349120139,-7.5663356994611854,95070.13715550193
2730,1.365,95078.4181933092,-8.320864936470217,95070.09732837274
2740,1.37,95078.92665823593,-8.84350993969639,95070.08314829622
2750,1.375,95075.19288512696,-5.136840587139584,95070.05604453983
2760,1.3800000000000001,94980.70941831998,89.35827695168075,95070.06769527166
2770,1.385,94925.93722064153,143.94428389925346,95069.88150454078
2780,1.3900000000000001,94817.89348563948,250.4145759215397,95068.30806156102
2790,1.395,94867.28273403543,199.44229998773727,95066.72503402317
2800,1.4000000000000001,95073.5567376895,-3.691974895781013,95069.86476279372
2810,1.405,94546.02862874839,512.6124252210288,95058.64105396942
2820,1.41,94629.44278767366,437.3527925755903,95066.79558024925
2830,1.415,94996.35691235184,73.48477158074235,95069.84168393258
2840,1.42,95042.92465778027,26.815681851554775,95069.74033963183
2850,1.425,94166.21393771294,912.8693358608498,95079.08327357378
2860,1.43,95062.86849168554,6.954018224500224,95069.82250991004
2870,1.435,94773.35729111327,296.0616751481251,95069.4189662614
2880,1.44,94687.48972446355,362.95278938501707,95050.44251384857
2890,1.445,94939.49778433438,141.2299397998394,95080.72772413422
2900,1.45,95054.02662102749,26.267507131512414,95080.294128159
2910,1.455,95086.49116488191,-6.0014267731188475,95080.4897381088
2920,1.46,95080.72722185402,-0.3707134227043034,95080.35650843132
2930,1.465,94983.15261175303,97.90143593986348,95081.05404769289
2940,1.47,95047.71435843568,32.07561451130264,95079.78997294698
2950,1.475,92823.38229115633,2323.708695257803,95147.09098641414
2960,1.48,95023.33688554188,56.752993656616084,95080.0898791985
2970,1.485,95073.08861658724,7.452311171419916,95080.54092775866
2980,1.49,94954.68047900975,118.82497209718119,95073.50545110693
2990,1.495,91493.26920326093,3467.261279626178,94960.53048288712
3000,1.5,94388.92042118213,632.7753197601054,95021.69574094225
3010,1.5050000000000001,95042.76034129474,-6.793982496756233,95035.96635879797
3020,1.51,94994.47560596818,39.46562187251158,95033.9412278407
3030,1.5150000000000001,94696.32507938062,326.22810692694776,95022.55318630757
3040,1.52,94683.37941353726,366.31991367125465,95049.69932720851
3050,1.5250000000000001,94752.68852019664,296.8952228080351,95049.58374300467
3060,1.53,94880.65066649154,165.91114645078227,95046.56181294232
3070,1.5350000000000001,95037.85269514128,14.298026134143207,95052.15072127542
3080,1.54,95057.99764228822,-5.892676542690069,95052.10496574553
3090,1.545,92761.12334090823,2261.2236243787465,95022.34696528698
3100,1.55,94911.9746142963,136.97007001102313,95048.94468430732
3110,1.555,95040.29165244845,11.412149736959401,95051.70380218541
3120,1.56,94264.07962875633,793.3239501849116,95057.40357894124
3130,1.565,93202.85978628897,1837.6395755367207,95040.4993618257
3140,1.57,94867.19752789121,183.41204000666303,95050.60956789787
3150,1.575,94918.4143252367,123.90551511320767,95042.31984034991
3160,1.58,94980.47945646578,68.71498428652586,95049.19444075231
3170,1.585,94736.79797557535,315.3737543665878,95052.17172994194
3180,1.59,94964.65214358663,86.64068899627887,95051.29283258291
3190,1.595,94858.30891926234,193.3180942262898,95051.62701348863
3200,1.6,94730.67241060155,320.42753350252605,95051.09994410408
3210,1.605,94594.50047588015,457.7759135449552,95052.27638942511
3220,1.61,95038.59506703776,12.30839303686524,95050.90346007462
3230,1.615,95040.33658012611,11.00513332453109,95051.34171345065
3240,1.62,94464.97661331217,591.799114520149,95056.77572783233
3250,1.625,95009.96195947968,41.37525113259231,95051.33721061227
3260,1.6300000000000001,95058.57541452898,-7.444660669034629,95051.13075385995
3270,1.635,95053.90770292736,-2.742028792220041,95051.16567413515
3280,1.6400000000000001,94978.4862797427,72.4582057789727,95050.94448552167
3290,1.645,94872.29441592068,179.1062408373888,95051.40065675807
3300,1.6500000000000001,95033.82862571624,17.252552313262424,95051.0811780295
3310,1.655,95057.40516248695,-6.193578764289849,95051.21158372266
3320,1.6600000000000001,95020.82985692564,28.846328796071578,95049.67618572172
3330,1.665,94940.32909137501,107.53989605215548,95047.86898742717
3340,1.67,95045.08637841226,6.104579253890332,95051.19095766616
3350,1.675,95014.87417772837,36.46708877705742,95051.34126650543
3360,1.68,95035.55181594382,15.144925061377611,95050.6967410052
3370,1.685,94464.12106587479,584.0454472810804,95048.16651315587
3380,1.69,93378.7186257863,1682.6612326536683,95061.37985843998
3390,1.695,94246.31818502072,813.1602150019291,95059.47840002265
3400,1.7,94952.75416274823,98.35860896302519,95051.11277171125
3410,1.705,95029.64840338888,21.558499475863417,95051.20690286475
3420,1.71,95036.81528714395,14.318896139030812,95051.13418328298
3430,1.715,94767.29228606212,279.2450224336303,95046.53730849575
3440,1.72,94059.11600536629,975.815269934418,95034.93127530071
3450,1.725,94945.59514192017,102.49501492862464,95048.0901568488
3460,1.73,95061.48723707991,-10.2826803076835,95051.20455677222
3470,1.735,95042.9342750153,7.968520731787733,95050.90279574708
3480,1.74,94392.90452274619,660.126344512693,95053.03086725889
3490,1.745,94529.90815125272,519.8942723743137,95049.80242362703
3500,1.75,94956.62250731219,92.57410573998587,95049.19661305218
3510,1.7550000000000001,94775.28361625511,273.9783967038228,95049.26201295893
3520,1.76,94895.46946183534,143.462752676672,95038.93221451201
3530,1.7650000000000001,95046.26611083897,4.056000035408625,95050.32211087437
3540,1.77,94994.84476032131,56.73413910887264,95051.57889943018
3550,1.7750000000000001,94728.34781073485,319.63551105673247,95047.98332179159
3560,1.78,94468.43277730103,582.1674201110632,95050.60019741209
3570,1.7850000000000001,94762.70551497323,286.10485865948874,95048.81037363272
3580,1.79,94157.77866822395,889.6375217652829,95047.41618998924
3590,1.795,95017.33361229437,32.54954143839714,95049.88315373276
3600,1.8,92472.89500780085,2575.4563420472014,95048.35134984805
3610,1.805,94970.49640771904,80.10569247088813,95050.60210018992
3620,1.81,94826.01198989592,219.26541451514436,95045.27740441107
3630,1.815,94709.27326939392,339.4796933906272,95048.75296278455
3640,1.82,94936.96730092523,112.44780416698731,95049.41510509222
3650,1.825,94934.18608772305,115.3719370811427,95049.5580248042
3660,1.83,95058.91525736477,-7.930508255827473,95050.98474910895
3670,1.835,95058.49076614038,-7.459910402845541,95051.03085573754
3680,1.84,95059.19386274947,-8.158473162537046,95051.03538958693
3690,1.845,95060.2795704687,-9.23522031077503,95051.04435015793
3700,1.85,95037.42280629658,13.423496616707336,95050.8463029133
3710,1.855,94800.58615465109,250.31132226451004,95050.89747691559
3720,1.86,92537.34254495276,2566.3754916593807,95103.71803661213
3730,1.865,95015.06515541015,34.80591568162829,95049.87107109178
3740,1.87,95029.58975403568,20.83131333239878,95050.42106736808
3750,1.875,94326.8174559348,689.9126965503046,95016.7301524851
3760,1.8800000000000001,95025.72898843649,24.75376092048317,95050.48274935698
3770,1.885,95044.47547008224,5.828664939459639,95050.3041350217
3780,1.8900000000000001,94720.06600975529,318.37562295835363,95038.44163271364
3790,1.895,94924.21092735672,124.85693917642448,95049.06786653314
3800,1.9000000000000001,95057.67752074669,-6.824894981703819,95050.85262576498
3810,1.905,95049.40766548374,1.4618718678008529,95050.86953735154
3820,1.9100000000000001,95051.21512374782,-0.40020351582902514,95050.81492023199
3830,1.915,94993.99676573556,56.481986065073706,95050.47875180063
3840,1.92,94169.9614463762,887.0959340754644,95057.05738045166
3850,1.925,95013.8959798864,36.542209715225724,95050.43818960161
3860,1.93,95057.59445771245,-6.808309625541965,95050.7861480869
3870,1.935,95037.96067759268,12.98047663926592,95050.94115423194
3880,1.94,94897.54047653181,151.62390465617094,95049.16438118798
3890,1.945,95055.68308878153,-5.208540485402056,95050.47454829613
3900,1.95,94856.2702813485,194.5617444555061,95050.832025804
3910,1.955,94921.7082324934,128.67058218784217,95050.37881468124
3920,1.96,95053.61295467743,-2.7714434889545565,95050.84151118848
3930,1.965,95053.65598463226,-3.2292414289407283,95050.42674320332
3940,1.97,94779.8094027875,249.14344398655473,95028.95284677406
3950,1.975,95048.39489937903,7.291098894080434,95055.68599827311
3960,1.98,95039.17064977705,16.28644470354108,95055.45709448059
3970,1.985,93974.46190654632,1072.170394796664,95046.63230134298
3980,1.99,94952.74056521396,101.89439214144883,95054.6349573554
3990,1.995,95045.35207795605,10.042417318119663,95055.39449527417
4000,2.0,94776.59695154944,277.8075300949945,95054.40448164444
4010,2.005,94494.354978308,564.8440362336369,95059.19901454163
4020,2.0100000000000002,94961.29763195514,91.84528848503416,95053.14292044018
4030,2.015,94996.17683866863,56.210270679886506,95052.38710934852
4040,2.02,95048.98718295501,3.2186117441474487,95052.20579469916
4050,2.025,95018.16952626916,34.39943645989378,95052.56896272906
4060,2.0300000000000002,95044.93937794791,6.528815671896838,95051.46819361982
4070,2.035,94361.83836096979,673.7339294822727,95035.57229045207
4080,2.04,95028.47593916635,21.52700096528625,95050.00294013164
4090,2.045,94926.55348798406,126.75552214548907,95053.30901012954
4100,2.05,94819.4547337805,229.86593300902223,95049.32066678951
4110,2.055,94965.22258991924,85.7575999014409,95050.98018982068
4120,2.06,95012.74631962903,39.171529916463,95051.9178495455
4130,2.065,94866.83090777541,186.0696458675908,95052.900553643
4140,2.07,95054.63587414028,-2.4915763740187873,95052.14429776627
4150,2.075,95062.9167122737,-10.62654986619646,95052.2901624075
4160,2.08,94787.14271262591,212.15166501532966,94999.29437764124
4170,2.085,94972.41356569369,78.42533115487299,95050.83889684855
4180,2.09,94986.44806853126,66.63292195870864,95053.08099048997
4190,2.095,95046.92635899727,7.539610766431513,95054.4659697637
4200,2.1,94997.25468182558,54.396221594411855,95051.65090341998
4210,2.105,94931.09269574883,120.82882675294316,95051.92152250177
4220,2.11,92543.36725035442,2433.6735404795795,94977.040790834
4230,2.115,94981.89351807834,67.50835452755466,95049.4018726059
4240,2.12,95059.39369391669,-8.969254946055532,95050.42443897063
4250,2.125,93514.60010735196,1576.732172375313,95091.33227972727
4260,2.13,95063.55239117093,-13.122659379651033,95050.42973179129
4270,2.1350000000000002,94805.83071369844,232.5626995854695,95038.3934132839
4280,2.14,94830.325160952,218.2904540559486,95048.61561500795
4290,2.145,94913.36075755888,136.89106543682377,95050.2518229957
4300,2.15,94949.80834867284,100.73444223375003,95050.54279090659
4310,2.1550000000000002,95045.52529360488,4.882820488626589,95050.4081140935
4320,2.16,95063.4820159004,-13.036820800930863,95050.44519509947
4330,2.165,95017.78127815241,32.44069385091832,95050.22197200333
4340,2.17,94282.95501050897,780.1128605137804,95063.06787102275
4350,2.1750000000000003,94702.61770705611,345.09205448139045,95047.7097615375
4360,2.18,94809.10457501715,238.5434191537896,95047.64799417094
