Step,Time_s,Kinetic_Energy,Potential_Energy,Total_Energy
0,0.0,67.11659050446343,23.061061588273304,90.17765209273674
10,0.005,72.96013744870534,17.21369783565864,90.17383528436397
20,0.01,83.123670748017,7.047839649583672,90.17151039760068
30,0.015,92.79865679599746,-2.627801739052404,90.17085505694506
40,0.02,99.78706694628127,-9.615684578271095,90.17138236801017
50,0.025,103.92361231375277,-13.75130412106131,90.17230819269146
60,0.03,105.98458102606881,-15.811524538930742,90.17305648713807
70,0.035,106.77656696842287,-16.603040093376244,90.17352687504663
80,0.04,106.85715625688296,-16.683346670817592,90.17380958606537
90,0.045,106.5816150959148,-16.407622692120867,90.17399240379393
100,0.05,106.19745724589924,-16.023324229553563,90.17413301634568
110,0.055,105.89308532791904,-15.718857540919785,90.17422778699925
120,0.06,105.79472785586745,-15.614986725852399,90.17974113001505
130,0.065,105.94403305439467,-15.758842124291862,90.1851909301028
140,0.07,106.29418437056944,-16.109058876215087,90.18512549435435
150,0.075,106.74361778279518,-16.558560497983855,90.18505728481134
160,0.08,107.18404241924088,-17.004518832414632,90.17952358682625
170,0.085,107.53602285556921,-17.351035147850574,90.18498770771865
180,0.09,107.7585188969901,-17.568055866803814,90.19046303018628
190,0.095,107.8435836979329,-17.653105425027125,90.19047827290578
200,0.1,107.8032315601703,-17.612726502305183,90.19050505786512
210,0.105,107.65830018018985,-17.467775382785405,90.19052479740445
220,0.11,107.43168130970182,-17.241138978379446,90.19054233132238
230,0.115,107.14491404125906,-16.94887863280755,90.19603540845151
240,0.12,106.81697284902182,-16.620920279797986,90.19605256922384
250,0.125,106.46416677547184,-16.26810378709088,90.19606298838096
260,0.13,106.1006173069267,-15.899067705766328,90.20154960116037
270,0.135,105.73929356916867,-15.532262207177794,90.20703136199087
280,0.14,105.39169295907791,-15.179190710882754,90.21250224819516
290,0.145,105.06881225878445,-14.856303569684549,90.2125086890999
300,0.15,104.78021187981882,-14.562199398614904,90.21801248120391
310,0.155,104.53445157113629,-14.316434895134375,90.21801667600191
320,0.16,104.33766978424806,-14.114170221975613,90.22349956227245
330,0.165,104.19389741310154,-13.97039714773052,90.22350026537102
340,0.17,104.10429039460877,-13.875312321088847,90.22897807351993
350,0.17500000000000002,104.06695223498095,-13.837977371222884,90.22897486375805
360,0.18,104.0772980643699,-13.853800585843842,90.22349747852606
370,0.185,104.1277815246708,-13.904289896523812,90.22349162814699
380,0.19,104.2093829191288,-13.985897595306454,90.22348532382235
390,0.195,104.312343809754,-14.077905081199848,90.23443872855415
400,0.2,104.42693862211273,-14.192505433286776,90.23443318882596
410,0.20500000000000002,104.54445558121759,-14.299065354444457,90.24539022677314
420,0.21,104.65717371608753,-14.4117869872189,90.24538672886862
430,0.215,104.75912642733661,-14.513742103286997,90.24538432404961
440,0.22,104.8460571307322,-14.589710928277178,90.25634620245503
450,0.225,104.91530070140229,-14.658957247394596,90.25634345400769
460,0.23,104.96545964670247,-14.714607797336836,90.25085184936563
470,0.23500000000000001,104.99584993735186,-14.744997592011094,90.25085234534077
480,0.24,105.00688704241392,-14.75056336025808,90.25632368215584
490,0.245,104.99928745020541,-14.742962714027403,90.25632473617802
500,0.25,104.97439961294947,-14.718073647840514,90.25632596510896
510,0.255,104.93416065413358,-14.666880538080731,90.26728011605285
520,0.26,104.88089362914985,-14.619089902802441,90.26180372634741
530,0.265,104.81644909639536,-14.554643681946365,90.261805414449
540,0.27,104.74356942510134,-14.470817596321552,90.27275182877979
550,0.275,104.66518657841516,-14.386946832350649,90.27823974606451
560,0.28,104.58427455169311,-14.306032880243428,90.27824167144968
570,0.28500000000000003,104.5037772835808,-14.225533818538413,90.2782434650424
580,0.29,104.42687078315515,-14.137669397806423,90.28920138534873
590,0.295,104.35589590820892,-14.06669352310401,90.28920238510491
600,0.3,104.29230394699114,-13.997621920193605,90.29468202679753
610,0.305,104.23690218988025,-13.936732301561518,90.30016988831873
620,0.31,104.18928953717348,-13.883632932875333,90.30565660429815
630,0.315,104.14758491391004,-13.841930315254032,90.305654598656
640,0.32,104.10894390637776,-13.80877227721108,90.30017162916668
650,0.325,104.06966384338506,-13.769495346960392,90.30016849642466
660,0.33,104.02523838330899,-13.725073323839357,90.30016505946963
670,0.335,103.97082580829027,-13.670664324773755,90.30016148351652
680,0.34,103.90161820959207,-13.595979190089592,90.30563901950248
690,0.34500000000000003,103.81277546708127,-13.501664073814558,90.31111139326671
700,0.35000000000000003,103.69980154420216,-13.38320762196624,90.31659392223592
710,0.355,103.55891786699527,-13.231363641580025,90.32755422541524
720,0.36,103.3870949175414,-13.05954260536818,90.32755231217322
730,0.365,103.18284265157142,-12.855291037097103,90.32755161447432
740,0.37,102.94680258091705,-12.619249877175442,90.32755270374162
750,0.375,102.68252213743233,-12.3549659253544,90.32755621207792
760,0.38,102.39732117388589,-12.064279411672537,90.33304176221336
