Step,Time_s,Kinetic_Energy,Potential_Energy,Total_Energy
0,0.0,88.6781267008318,3668.6269160794773,3757.305042780309
10,0.001,2805.6219357029304,943.3875552776975,3749.009490980628
20,0.002,3619.830422362719,131.9288776482347,3751.759300010954
30,0.003,3718.5713664140553,33.556994797227084,3752.1283612112825
40,0.004,3731.916969919656,20.254396860867327,3752.1713667805234
50,0.005,3734.3018361413892,17.8754185905743,3752.1772547319633
60,0.006,3735.4087697648083,16.76385643993705,3752.1726262047455
70,0.007,3736.5955031915382,15.577192040628422,3752.1726952321665
80,0.008,3737.9864210425167,14.186230917159834,3752.1726519596764
90,0.009000000000000001,3739.523629526505,12.64897492693849,3752.1726044534435
100,0.01,3741.1372881192383,11.035257555180376,3752.172545674419
110,0.011000000000000001,3742.770078286446,9.40792109467655,3752.1779993811224
120,0.012,3744.3788182623393,7.799164576129355,3752.177982838469
130,0.013000000000000001,3745.9328929214844,6.245080183732313,3752.1779731052166
140,0.014,3747.4117325759044,4.755278117394112,3752.1670106932984
150,0.015000000000000001,3748.802281096486,3.3647289109851295,3752.1670100074707
160,0.016,3750.097008014165,2.064525520337883,3752.161533534503
170,0.017,3751.293215990957,0.8683215823484882,3752.1615375733054
180,0.018000000000000002,3752.391414927061,-0.2298720586368369,3752.161542868424
190,0.019,3753.3946541653563,-1.2386061360996408,3752.1560480292565
200,0.02,3754.307537691392,-2.1514832792962975,3752.1560544120957
210,0.021,3755.1355660534664,-2.974028492580208,3752.1615375608862
220,0.022000000000000002,3755.8848023927703,-3.7232584345661524,3752.161543958204
230,0.023,3756.560485848033,-4.398935769526947,3752.161550078506
240,0.024,3757.168749474596,-5.007193624743092,3752.161555849853
250,0.025,3757.7155339086958,-5.553972674316353,3752.1615612343794
260,0.026000000000000002,3758.206497548237,-6.044931329762878,3752.1615662184745
270,0.027,3758.646964829167,-6.485394024027501,3752.1615708051395
280,0.028,3759.0419016360065,-6.880326627795231,3752.1615750082115
290,0.029,3759.3959094280845,-7.234330579993561,3752.161578848091
300,0.030000000000000002,3759.7132317591677,-7.551649410513702,3752.161582348654
310,0.031,3759.9977685267518,-7.836182991705879,3752.161585535046
320,0.032,3760.2530945572835,-8.091506125143683,3752.16158843214
330,0.033,3760.4824800789343,-8.320889015495275,3752.161591063439
340,0.034,3760.688911319482,-8.527317869159653,3752.1615934503225
350,0.035,3760.8756672745753,-8.719563929368645,3752.1561033452067
360,0.036000000000000004,3761.044760257107,-8.888654954284819,3752.156105302822
370,0.037000000000000005,3761.1986320330316,-9.042529810153423,3752.156102222878
380,0.038,3761.3393486628283,-9.183244866794386,3752.156103796034
390,0.039,3761.468501632834,-9.312396447355844,3752.1561051854783
400,0.04,3761.5876991076075,-9.431592715257693,3752.15610639235
410,0.041,3761.698339198485,-9.542231784172916,3752.156107414312
420,0.042,3761.801605625746,-9.645497379611719,3752.1561082461344
