Step,Time_s,Kinetic_Energy,Potential_Energy,Total_Energy
0,0.0,93.08458644478051,-2.9016398731442576,90.18294657163625
10,0.0002,93.04382751745351,-2.860880942274899,90.1829465751786
20,0.0004,93.00285975590205,-2.819913177005608,90.18294657889645
30,0.0006000000000000001,92.96169084068242,-2.778744257890824,90.1829465827916
40,0.0008,92.92032871816251,-2.7373821312974993,90.18294658686501
50,0.001,92.87878160210721,-2.6958350109888833,90.18294659111832
60,0.0012000000000000001,92.83705797505013,-2.654111379497656,90.18294659555248
70,0.0014000000000000002,92.7951665894416,-2.6122199892729254,90.18294660016868
80,0.0016,92.75311646856419,-2.5701698635966705,90.18294660496751
90,0.0018000000000000002,92.71091690720556,-2.527970297255819,90.18294660994974
100,0.002,92.66857747207925,-2.4856308569634225,90.18294661511582
110,0.0022,92.626108001984,-2.443161381518064,90.18294662046593
120,0.0024000000000000002,92.58351860769231,-2.4005719816919266,90.18294662600039
130,0.0026000000000000003,92.54081967155851,-2.357873039839528,90.18294663171898
140,0.0028000000000000004,92.4980218468376,-2.31507520921622,90.18294663762138
150,0.003,92.45513605670587,-2.2721894129985394,90.18294664370733
160,0.0032,92.41217349297382,-2.2292268429977473,90.18294664997607
170,0.0034000000000000002,92.36914561448376,-2.186198958056911,90.18294665642685
180,0.0036000000000000003,92.32606414518273,-2.143117482124746,90.18294666305798
190,0.0038000000000000004,92.28294107186318,-2.099994401994306,90.18294666986887
200,0.004,92.23978864156358,-2.0568419647057983,90.18294667685778
210,0.004200000000000001,92.19661935862109,-2.0136726745985056,90.18294668402258
220,0.0044,92.15344598136953,-1.9704992900080607,90.18294669136147
230,0.004600000000000001,92.11028151847569,-1.9273348196039066,90.18294669887177
240,0.0048000000000000004,92.06713922490772,-1.884192518356309,90.1829467065514
250,0.005,92.02403259752961,-1.8410858831325236,90.18294671439709
260,0.005200000000000001,91.98097537031647,-1.7980286479101735,90.1829467224063
270,0.0054,91.93798150918582,-1.7550347786101117,90.18294673057571
280,0.005600000000000001,91.89506520644017,-1.7121184675388665,90.1829467389013
