Step,Time_s,Kinetic_Energy,Potential_Energy,Total_Energy,Temperature,Pressure,Phase,Max_Cluster_Size,Avg_Cluster_Size
0,0.0,447.789869375122,40.212447185290934,488.00231656041296,4.9754429930569115,0.15058689751500706,GAS,3,1.0909090909090908
10,0.005,442.07601106060133,32.67895712522782,474.75496818582917,4.911955678451126,0.13990569850902684,GAS,3,1.0909090909090908
20,0.01,438.31269365560775,23.423285839387187,461.7359794949949,4.870141040617864,0.12729116340186108,GAS,3,1.0909090909090908
30,0.015,433.95961917325263,14.952460954552343,448.912080127805,4.8217735463694735,0.11540676979834912,GAS,3,1.0909090909090908
40,0.02,427.97464733642096,8.37086101116091,436.34550834758187,4.755273859293566,0.10548443264591069,GAS,3,1.0909090909090908
50,0.025,420.38306299224627,3.7290711884843293,424.1121341807306,4.67092292213607,0.09765672099431788,GAS,3,1.0909090909090908
60,0.03,411.6373423470458,0.6522178751423916,412.2895602221882,4.573748248300508,0.09158144856894027,GAS,3,1.0909090909090908
70,0.035,402.2321348648396,-1.3105077162156349,400.921627148624,4.4692459429426625,0.0868163707037213,GAS,3,1.0909090909090908
80,0.04,392.561495741002,-2.5379629412188254,390.02353279978314,4.361794397122244,0.08297888493232017,GAS,3,1.0909090909090908
90,0.045,382.8986641162756,-3.285199898511823,379.61346421776375,4.254429601291951,0.07979565758994525,GAS,3,1.0909090909090908
100,0.05,373.41802421284706,-3.735081139671609,369.68294307317547,4.149089157920523,0.07706999006381006,GAS,3,1.1111111111111112
110,0.055,364.22364586771175,-4.003347772629406,360.22029809508234,4.04692939853013,0.07467118446310896,GAS,3,1.1111111111111112
120,0.06,355.37281940649405,-4.163034119083557,351.2097852874105,3.948586882294378,0.07251260140941138,GAS,3,1.1111111111111112
130,0.065,346.8929347706405,-4.260131010826597,342.63280375981395,3.8543659418960057,0.07053656260216301,GAS,3,1.1111111111111112
140,0.07,338.79273984963885,-4.320748175898273,334.4719916737406,3.7643637761070985,0.06870594853142924,GAS,3,1.1111111111111112
150,0.075,331.0697201634293,-4.36276715975025,326.706953003679,3.6785524462603254,0.06699446055751176,GAS,3,1.1111111111111112
160,0.08,323.7147270465332,-4.394274905747295,319.3204521407859,3.5968303005170355,0.06538562442351403,GAS,3,1.1111111111111112
170,0.085,316.714901897599,-4.421252137123305,312.2936497604757,3.519054465528878,0.0638669495088645,GAS,3,1.1111111111111112
180,0.09,310.05553206646545,-4.4464177423506435,305.6091143241148,3.445061467405172,0.0624297591334504,GAS,3,1.1111111111111112
190,0.095,303.7211585278058,-4.470988553060527,299.2501699747453,3.3746795391978424,0.06106756824041772,GAS,3,1.1111111111111112
200,0.1,297.69625212916156,-4.495334824665316,293.2009173044963,3.307736134768462,0.05977530723764566,GAS,3,1.0909090909090908
210,0.105,291.9656081626326,-4.5193810216785835,287.44622714095397,3.24406231291814,0.05854882361745339,GAS,3,1.0909090909090908
220,0.11,286.5145706254226,-4.5421327041346915,281.9724379212879,3.1834952291713625,0.05738498812525617,GAS,3,1.0909090909090908
230,0.115,281.32912296988906,-4.564673761020555,276.7644492088685,3.1258791441098785,0.05627979842429239,GAS,3,1.0909090909090908
240,0.12,276.39593216870145,-4.585928606956598,271.81000356174485,3.0710659129855715,0.05523081180623112,GAS,3,1.0909090909090908
250,0.125,271.7023571500734,-4.605581784104443,267.09677536596894,3.01891507944526,0.05423536507460417,GAS,3,1.1111111111111112
260,0.13,267.236420714549,-4.622645807146017,262.613774907403,2.969293563494989,0.05329138683409137,GAS,3,1.1111111111111112
270,0.135,262.9867944117271,-4.6421891590232836,258.3446052527038,2.9220754934636344,0.052393394004436336,GAS,3,1.1111111111111112
280,0.14,258.9427089077888,-4.655625329994037,254.2870835777948,2.8771412100865423,0.05154413142603591,GAS,3,1.1111111111111112
290,0.145,255.0939331909456,-4.666602502426078,250.4273306885195,2.834377035454951,0.05073923877894238,GAS,3,1.1111111111111112
300,0.15,251.43077345663374,-4.674972183537694,246.75580127309604,2.793675260629264,0.04997673247497623,GAS,3,1.1111111111111112
310,0.155,247.94402623723326,-4.68132180068412,243.26270443654914,2.7549336248581473,0.04925430763033293,GAS,3,1.1111111111111112
320,0.16,244.6249544477103,-4.684098165924441,239.94085628178587,2.718055049419003,0.04857102967313873,GAS,3,1.1111111111111112
330,0.165,241.4652559234403,-4.6839134053625315,236.7813425180778,2.6829472880382257,0.04792476776810586,GAS,3,1.1111111111111112
340,0.17,238.45706790610802,-4.6806947424702905,233.77637316363774,2.6495229767345334,0.04731387259454264,GAS,3,1.1111111111111112
350,0.17500000000000002,235.5929502863001,-4.674408453778936,230.91854183252116,2.6176994476255566,0.04673673124410152,GAS,3,1.1111111111111112
360,0.18,232.86587839696634,-4.665073625433308,228.20080477153303,2.5873986488551814,0.04619174398657838,GAS,3,1.1111111111111112
370,0.185,230.26923705024933,-4.652776826808974,225.61646022344036,2.5585470783361037,0.04567730095155349,GAS,3,1.1111111111111112
380,0.19,227.79681434222397,-4.637686254993854,223.1591280872301,2.5310757149136,0.045191760383436,GAS,3,1.1111111111111112
390,0.195,225.44279370349776,-4.62006378222716,220.8227299212706,2.504919930038864,0.04473343028620284,GAS,3,1.1111111111111112
400,0.2,223.20174530573595,-4.600994978100223,218.60075032763572,2.4800193922859552,0.044300128329431226,GAS,3,1.1111111111111112
410,0.20500000000000002,221.06860441651247,-4.579510238404594,216.48909417810788,2.4563178268501384,0.043890881861372244,GAS,3,1.1111111111111112
420,0.21,219.038750521321,-4.540668526257773,214.49808199506322,2.4337638946813445,0.043512971212807956,GAS,3,1.1111111111111112
430,0.215,217.1079643872293,-4.517978087742097,212.58998629948718,2.4123107154136587,0.043145100944501844,GAS,3,1.1111111111111112
440,0.22,215.2718253636955,-4.495541400962565,210.77628396273295,2.391909170707728,0.042795045754458604,GAS,3,1.1111111111111112
450,0.225,213.52646534406236,-4.474134789000102,209.05233055506227,2.372516281600693,0.04246082761519729,GAS,3,1.1111111111111112
460,0.23,211.86821502341164,-4.454544641029882,207.41367038238175,2.354091278037907,0.04214050910379317,GAS,3,1.1111111111111112
470,0.23500000000000001,210.29355629812628,-4.437528684094204,205.8560276140321,2.3365950699791806,0.04183223992681409,GAS,3,1.1111111111111112
480,0.24,208.7990749618117,-4.423775164796888,204.3752997970148,2.3199897217979077,0.04153430606215233,GAS,3,1.1111111111111112
490,0.245,207.38145262503932,-4.417732438608916,202.9637201864304,2.304238362500437,0.041242894852728605,GAS,3,1.1111111111111112
500,0.25,206.03736407844704,-4.412178068593914,201.62518600985314,2.2893040453160785,0.04096123521617666,GAS,3,1.1111111111111112
510,0.255,204.76342979482237,-4.411165915827661,200.3522638789947,2.2751492199424708,0.04068603063788728,GAS,3,1.1111111111111112
520,0.26,203.55629499530843,-4.414773532566353,199.14152146274208,2.2617366110589825,0.040416514077028766,GAS,3,1.1111111111111112
530,0.265,202.4125823013455,-4.4228876009873614,197.98969470035814,2.2490286922371725,0.040152201519917344,GAS,3,1.1111111111111112
540,0.27,201.32890120549146,-4.4352124395052135,196.89368876598624,2.2369877911721274,0.03989288155491268,GAS,3,1.1111111111111112
550,0.275,200.30186820857278,-4.451289898962258,195.85057830961054,2.2255763134285864,0.03963859082670256,GAS,3,1.1111111111111112
560,0.28,199.32813493165722,-4.470528433258886,194.85760649839833,2.2147570547961912,0.03938957786299422,GAS,3,1.1111111111111112
570,0.28500000000000003,198.40479897350505,-4.492615141829765,193.9121838316753,2.2044977663722785,0.039146111588699184,GAS,3,1.1111111111111112
580,0.29,197.52835749404852,-4.5165074514711145,193.0118500425774,2.1947595277116503,0.03890883539826953,GAS,3,1.1111111111111112
590,0.295,196.69568380147413,-4.541342481646437,192.1543413198277,2.185507597794157,0.038678391775996725,GAS,3,1.1111111111111112
600,0.3,195.90389470229886,-4.56635982771744,191.33753487458142,2.176709941136654,0.038455410666328696,GAS,3,1.1320754716981132
610,0.305,195.15028795013077,-4.590839878486198,190.55944807164457,2.168336532779231,0.038240506431959274,GAS,3,1.1320754716981132
620,0.31,194.43235537827704,-4.614126322990871,189.81822905528617,2.160359504203078,0.038034245210279385,GAS,3,1.1320754716981132
630,0.315,193.74778862134463,-4.635641734290977,189.11214688705365,2.1527532069038293,0.03783712035953993,GAS,3,1.1320754716981132
640,0.32,193.09448372291206,-4.654183468057051,188.440300254855,2.1454942635879117,0.037649959397699315,GAS,3,1.1320754716981132
650,0.325,192.47068743635063,-4.687268955321624,187.783418481029,2.1385631937372294,0.03746252390280951,GAS,3,1.1320754716981132
660,0.33,191.87545080431977,-4.669430934996976,187.2060198693228,2.131949453381331,0.03731362893825734,GAS,3,1.1320754716981132
670,0.335,191.30628897591026,-4.681131687690364,186.6251572882199,2.1256254330656694,0.03715557713038922,GAS,3,1.1320754716981132
