Step,Kinetic,Potential,Total,Temperature
3520,442.607332424673,2.3757679122231776,444.9831003368962,2.9507155494978203
3560,447.6935680400232,-2.256526481822089,445.4370415582011,2.984623786933488
3600,449.51001580035853,-3.989029166042736,445.5209866343158,2.996733438669057
3640,449.3224615629859,-3.757586460185241,445.56487510280067,2.995483077086573
3680,449.0609249651366,-3.432183891539214,445.6287410735974,2.9937394997675777
3720,448.93464638893516,-3.2245935021133634,445.7100528868218,2.9928976425929013
3760,448.94062468770363,-3.144444940249601,445.796179747454,2.992937497918024
3800,448.9869924833526,-3.1088323574832093,445.8781601258694,2.993246616555684
3840,448.727633442487,-2.763927346718685,445.9637060957683,2.9915175562832466
3880,447.7322253870647,-1.6309366076949319,446.1012887793698,2.9848815025804316
3920,447.9214394938502,-1.6289703343443036,446.29246915950586,2.9861429299590014
3960,448.9618790619271,-2.548013223671689,446.4138658382554,2.9930791937461807
4000,449.1495016465043,-2.6638724061380494,446.4856292403662,2.9943300109766953
4040,449.0585948512801,-2.5017498957376745,446.5568449555424,2.9937239656752004
4080,449.00774531781224,-2.3745276375168527,446.6332176802954,2.993384968785415
4120,449.0537535815879,-2.341587880019982,446.7121657015679,2.9936916905439195
4160,449.19350895710386,-2.4099458995392116,446.78356305756466,2.994623393047359
4200,449.4138970489124,-2.571690515774053,446.8422065331384,2.9960926469927496
4240,449.6906342333598,-2.8134874651166886,446.8771467682431,2.997937561555732
4280,449.9589154465114,-3.0666656260626626,446.89224982044874,2.9997261029767426
4320,450.06240072901295,-3.171464640673384,446.8909360883396,3.0004160048600865
4360,449.8823046726899,-2.990160196268326,446.89214447642155,2.9992153644845994
4400,449.93259911971364,-3.0315994715590175,446.90099964815465,2.999550660798091
4440,450.4536966507336,-3.5669116264407412,446.88678502429286,3.003024644338224
4480,450.7143061266858,-3.8764428096540344,446.8378633170318,3.004762040844572
4520,450.72881807839957,-3.9491290538477646,446.77968902455183,3.0048587871893306
4560,450.8246794543114,-4.105089431672031,446.7195900226394,3.0054978630287428
4600,451.06178471296937,-4.416693872019016,446.64509084095033,3.007078564753129
4640,451.31471354689376,-4.7647070555523765,446.5500064913414,3.008764756979292
4680,451.52111955740605,-5.084971235415647,446.4361483219904,3.010140797049374
4720,451.732242092242,-5.426391968667657,446.3058501235744,3.0115482806149467
4760,452.0262484075644,-5.868347159881573,446.15790124768284,3.013508322717096
4800,452.023469874975,-6.035316659544489,445.9881532154305,3.0134897991665
4840,449.42080192030886,-3.512885841273299,445.90791607903554,2.996138679468726
4880,451.0170541523196,-5.112773226359524,445.90428092596005,3.0067803610154638
4920,448.5392770991702,-2.645880639011897,445.89339646015827,2.990261847327801
4960,445.32509010800317,0.8356823460129132,446.16077245401607,2.9688339340533543
5000,447.74271734021914,-1.2730680146450133,446.46964932557415,2.9849514489347944
5040,449.99447969168693,-3.4503922879554723,446.54408740373145,2.9999631979445796
5080,450.40101578642066,-3.877214000292583,446.52380178612805,3.0026734385761378
5120,450.7676585723727,-4.287647736727866,446.4800108356448,3.0051177238158178
5160,451.069940833776,-4.665130020568407,446.4048108132076,3.00713293889184
5200,451.03092078791934,-4.712292365410306,446.31862842250905,3.0068728052527955
5240,450.7910458970663,-4.545320283729302,446.24572561333696,3.005273639313775
5280,450.60020540704375,-4.40805668569229,446.19214872135143,3.004001369380292
5320,450.46979148198324,-4.319746726297752,446.1500447556855,3.0031319432132215
5360,449.31255044171064,-3.1716478182198014,446.14090262349083,2.9954170029447376
5400,444.75926667977353,1.594575182556341,446.3538418623299,2.9650617778651567
5440,444.3421170370247,2.5258817457149725,446.8679987827397,2.9622807802468314
5480,449.7162178134412,-2.6224820041662333,447.09373580927496,2.9981081187562744
5520,451.29296876426787,-4.258109607206567,447.0348591570613,3.008619791761786
5560,451.33977012781565,-4.412576454488654,446.927193673327,3.008931800852104
5600,451.2278545747833,-4.402508462149666,446.8253461126336,3.008185697165222
5640,450.7757163976066,-4.0361487505674525,446.7395676470391,3.0051714426507106
5680,448.808867423734,-2.0673195244154106,446.74154789931856,2.992059116158227
5720,448.72418621255184,-1.842201336974231,446.8819848755776,2.9914945747503454
5760,451.01199879861,-4.131678092761372,446.88032070584865,3.0067466586574003
5800,451.17602626864493,-4.38975425919526,446.78627200944965,3.0078401751242994
5840,450.9270774665559,-4.225861172616009,446.70121629393986,3.006180516443706
5880,450.702849522499,-4.067136607956597,446.6357129145424,3.0046856634833263
5920,450.3997427889231,-3.807200106207126,446.592542682716,3.002664951926154
5960,450.35509668193833,-3.786433687586102,446.5686629943522,3.002367311212922
6000,450.84821263609484,-4.327879359596512,446.5203332764983,3.005654750907299
6040,450.9833142096308,-4.542079909999306,446.4412342996315,3.0065554280642055
6080,450.23469679614317,-3.849868243923106,446.3848285522201,3.0015646453076212
6120,447.48641527913145,-1.0204791287367905,446.46593615039467,2.983242768527543
6160,449.9199997622266,-3.311930463451778,446.6080692987748,2.9994666650815107
6200,451.10672315239214,-4.559693086191597,446.54703006620053,3.007378154349281
6240,450.82138096124226,-4.354410651834238,446.466970309408,3.0054758730749485
6280,450.69317099985574,-4.285346442300256,446.4078245575555,3.0046211399990383
6320,450.84095549978673,-4.492045117296362,446.3489103824904,3.005606369998578
6360,451.19060482656323,-4.922027341373441,446.2685774851898,3.0079373655104216
6400,451.6764433021563,-5.5204189373539325,446.15602436480236,3.011176288681042
6440,451.90240197833884,-5.895287813778609,446.0071141645602,3.012682679855592
6480,448.715689788263,-2.7820650243407954,445.9336247639222,2.991437931921753
6520,446.8664935081499,-0.6625666494530835,446.20392685869683,2.9791099567209995
6560,451.30215675595986,-5.042830366418226,446.2593263895416,3.0086810450397325
6600,452.05013964462637,-5.941976157958909,446.1081634866675,3.0136675976308425
6640,451.64138111905277,-5.677931750229428,445.9634493688233,3.010942540793685
6680,451.45449466684596,-5.615170463610293,445.83932420323566,3.0096966311123063
6720,451.32253994736664,-5.592472757147318,445.7300671902193,3.008816932982444
6760,451.0311470514447,-5.399031427527218,445.63211562391746,3.006874313676298
6800,450.28827995701204,-4.715097735311595,445.57318222170045,3.0019218663800804
6840,450.05304737091205,-4.484657123530447,445.5683902473816,3.000353649139414
6880,450.82351563403114,-5.288158080962462,445.53535755306865,3.0054901042268742
6920,451.23622040221306,-5.78608366445436,445.4501367377587,3.008241469348087
6960,451.24707688134026,-5.899262066186861,445.3478148151534,3.008313845875602
7000,451.04224226053793,-5.787019691216412,445.2552225693215,3.0069482817369195
7040,450.72188421826337,-5.537122505108046,445.1847617131553,3.0048125614550893
7080,450.6350668835105,-5.500225595776051,445.13484128773445,3.0042337792234033
7120,451.0072467194029,-5.934777981140613,445.0724687382623,3.0067149781293523
7160,451.4852352549604,-6.512573287075085,444.9726619678853,3.0099015683664025
7200,451.89061797979497,-7.054337875676251,444.8362801041187,3.0126041198653
7240,452.02057537043413,-7.3431292934584285,444.6774460769757,3.013470502469561
7280,450.56871757385886,-6.015984681226955,444.5527328926319,3.0037914504923924
7320,445.58902322613477,-0.9020407395827894,444.686982486552,2.9705934881742317
7360,444.700094984072,0.44225315443317825,445.14234813850516,2.9646672998938133
7400,449.4867132673902,-4.108139102225273,445.37857416516493,2.996578088449268
7440,452.32189648076053,-7.031961574238409,445.28993490652215,3.0154793098717367
7480,452.644835513491,-7.564607558606646,445.0802279548843,3.0176322367566066
7520,452.03150987097683,-7.142308034486518,444.8892018364903,3.0135433991398455
7560,451.39760175534803,-6.645129175528175,444.7524725798199,3.0093173450356536
7600,450.9690310258872,-6.307612017257704,444.6614190086295,3.006460206839248
7640,450.75997190990375,-6.166655906206625,444.5933160036971,3.0050664793993582
7680,450.70442128652707,-6.166938087668956,444.5374831988581,3.0046961419101805
7720,450.7212470050483,-6.242486194864881,444.4787608101834,3.004808313366989
7760,450.74507334898504,-6.326345598155982,444.4187277508291,3.0049671556599002
7800,450.7080633628801,-6.348220308290742,444.35984305458936,3.004720422419201
7840,450.47171766051446,-6.162018909337311,444.30969875117717,3.0031447844034296
7880,449.66607316902935,-5.366439289527115,444.2996338795022,2.9977738211268625
7920,448.02247430748116,-3.634544387937466,444.3879299195437,2.986816495383208
7960,447.97567799934245,-3.4092255828976157,444.56645241644486,2.9865045199956164
8000,449.2345812869138,-4.559104247860295,444.6754770390535,2.994897208579425
8040,449.743519425455,-5.031858192684954,444.71166123277004,2.9982901295030335
8080,449.7909276554062,-5.062937626210758,444.72799002919544,2.998606184369375
8120,449.63710285839295,-4.889019744899291,444.74808311349364,2.9975806857226197
8160,449.4396123579739,-4.652332283536849,444.78728007443704,2.9962640823864928
8200,449.2724903280562,-4.433726180176803,444.83876414787943,2.995149935520375
8240,449.23329882895655,-4.33492544714953,444.898373381807,2.9948886588597103
8280,449.2438458545158,-4.283361457141139,444.96048439737467,2.9949589723634387
8320,449.30402711257307,-4.285111743095147,445.0189153694779,2.9953601807504873
8360,449.38953549071636,-4.319668677439833,445.0698668132765,2.9959302366047758
8400,449.453346439196,-4.336463633101067,445.11688280609496,2.9963556429279734
8440,449.4678181924773,-4.309010595724793,445.1588075967525,2.996452121283182
8480,449.47320043068703,-4.272304364086979,445.2008960666,2.996488002871247
8520,449.49897141813,-4.257433087813375,445.24153833031664,2.9966598094542
8560,449.51421989846887,-4.23444503230175,445.27977486616714,2.9967614659897923
8600,449.5293749229847,-4.209215848146068,445.3201590748386,2.9968624994865647
8640,449.59934474681603,-4.242340147791284,445.3570045990247,2.9973289649787733
8680,449.7600228391257,-4.376028740202045,445.38399409892367,2.9984001522608383
8720,450.0113712893119,-4.618840319229871,445.392530970082,3.0000758085954127
8760,450.314765839665,-4.937622220882224,445.3771436187827,3.0020984389310996
8800,450.5912530739074,-5.252313754660051,445.33893931924734,3.003941687159383
8840,450.70495682232735,-5.420256171490443,445.2847006508369,3.004699712148849
8880,450.49236088402824,-5.259690724607359,445.2326701594209,3.0032824058935215
8920,450.0096458429557,-4.797110995804973,445.2125348471507,3.0000643056197047
8960,449.88378343776685,-4.6635044361702,445.2202790015966,2.9992252229184455
9000,450.5000177183589,-5.2912943770471355,445.2087233413118,3.0033334514557257
9040,451.16134206668283,-6.021173932226842,445.140168134456,3.0077422804445524
9080,450.47087699309293,-5.419656992076819,445.05122000101613,3.003139179953953
9120,447.06002487448194,-1.8970772156828877,445.16294765879906,2.9804001658298795
9160,444.22126650093844,1.3043665359529464,445.5256330368914,2.961475110006256
9200,451.0982384686899,-5.479982294305771,445.6182561743841,3.0073215897912657
9240,451.4873874709794,-5.867667225155721,445.61972024582366,3.009915916473196
9280,450.7690646020149,-5.322333096143202,445.4467315058717,3.005127097346766
9320,446.265494082548,-0.594581932684215,445.6709121498638,2.9751032938836532
9360,449.004641231746,-3.218978584762666,445.7856626469833,2.993364274878307
9400,445.7557630792369,0.24443233744644544,446.0001954166833,2.9717050871949127
9440,444.88303686143485,1.489487441368104,446.37252430280296,2.9658869124095655
9480,448.4900035705654,-1.8316936596286597,446.65830991093674,2.9899333571371027
9520,451.1993456082138,-4.5443631134654,446.65498249474837,3.007995637388092
9560,451.70051204884777,-5.1686823760002145,446.53182967284755,3.0113367469923187
9600,451.4636618563207,-5.060584544378916,446.4030773119418,3.0097577457088045
9640,451.1013128916161,-4.801517299064367,446.29979559255173,3.0073420859441073
9680,450.8081356349256,-4.585280959697955,446.2228546752276,3.005387570899504
9720,450.5377568138948,-4.369823260324433,446.1679335535704,3.0035850454259654
9760,450.3232258147303,-4.189486362752296,446.133739451978,3.0021548387648687
9800,450.18553813637016,-4.071423323702399,446.11411481266776,3.0012369209091343
9840,450.13555552813483,-4.034288839193575,446.1012666889413,3.000903703520899
9880,450.17758714817614,-4.089591270168673,446.08799587800746,3.0011839143211745
9920,450.29904778485184,-4.2305472337032874,446.06850055114853,3.0019936518990122
9960,450.43153247314183,-4.393208817358836,446.038323655783,3.0028768831542787
10000,450.3717458559888,-4.367987581866877,446.00375827412194,3.002478305706592
10040,449.78344253386194,-3.791575195502383,445.99186733835955,2.9985562835590795
10080,448.6674169589923,-2.6159969175316373,446.0514200414607,2.991116113059949
10120,449.4810710574037,-3.3347988551864347,446.1462722022173,2.9965404737160246
10160,450.8914430691946,-4.767148286615159,446.12429478257945,3.005942953794631
10200,451.0836485564985,-5.041096840595287,446.0425517159032,3.00722432370999
10240,450.97601900723686,-5.014050005020763,445.9619690022161,3.006506793381579
10280,450.98412250283656,-5.097944564889925,445.8861779379466,3.006560816685577
10320,451.29688222083075,-5.49893373043883,445.79794849039195,3.008645881472205
10360,448.92588748739945,-3.2068340902647567,445.7190533971347,2.9928392499159964
10400,444.4534610477815,1.851921380837029,446.30538242861854,2.963023073651877
10440,449.9652502769979,-3.6052783889812607,446.3599718880166,2.999768335179986
10480,448.87373274714645,-2.413505077056056,446.4602276700904,2.992491551647643
10520,451.3590010804815,-4.9227729987757165,446.4362280817058,3.00906000720321
10560,451.5134044561009,-5.200161714271005,446.31324274182987,3.0100893630406724
10600,451.2067346210839,-5.001801292704542,446.20493332837935,3.008044897473893
10640,450.9535504384891,-4.836433796691486,446.1171166417976,3.0063570029232607
10680,450.57134836579036,-4.5162026843027885,446.05514568148755,3.003808989105269
10720,449.896263124938,-3.861585097452984,446.03467802748503,2.99930842083292
10760,449.5718705905428,-3.5106591139799246,446.0612114765629,2.997145803936952
10800,449.79216241037176,-3.706563901371271,446.0855985090005,2.9986144160691452
10840,449.81481003301815,-3.7151581283429573,446.09965190467517,2.998765400220121
10880,449.72848849243803,-3.6096165432782095,446.1188719491598,2.9981899232829203
10920,449.7083330238255,-3.5657857472676735,446.1425472765578,2.9980555534921702
10960,449.8398359013177,-3.676448186898039,446.1633877144197,2.998932239342118
11000,450.16570974894535,-4.00096169519077,446.1647480537546,3.0011047316596358
11040,449.42371234551547,-3.2686214004114476,446.155090945104,2.9961580823034364
11080,447.61436506702677,-1.2490046420502603,446.36536042497653,2.9840957671135118
11120,450.60920816324585,-4.232337953881075,446.37687020936477,3.0040613877549722
11160,448.20485425074975,-1.8050706428173846,446.39978360793236,2.988032361671665
11200,444.70207419877863,1.998833927275356,446.700908126054,2.9646804946585243
11240,447.78115961174933,-0.7376719897787827,447.04348762197054,2.9852077307449956
11280,451.0449551705892,-3.9741223216653947,447.0708328489238,3.006966367803928
11320,451.6396449431337,-4.686374372060684,446.953270571073,3.010930966287558
11360,451.3981677436091,-4.568720031546485,446.82944771206263,3.0093211182907273
11400,451.00718615742846,-4.275705071142161,446.7314810862863,3.0067145743828565
11440,450.5685522997835,-3.901634695827203,446.6669176039563,3.0037903486652233
11480,450.0059664546052,-3.3616389980363275,446.6443274565689,3.0000397763640345
11520,450.3487004579246,-3.710164856813627,446.638535601111,3.0023246697194974
11560,451.13531225164337,-4.555905989118772,446.57940626252457,3.0075687483442892
11600,451.48217565383396,-5.0117152627508865,446.47046039108307,3.00988117102556
11640,450.7986588127827,-4.433078731810975,446.36558008097177,3.005324392085218
11680,446.58477810688333,-0.1515587089308057,446.43321939795254,2.977231854045889
11720,442.97571467078365,3.939311720037807,446.9150263908215,2.9531714311385575
11760,447.79087552666596,-0.4973476019973715,447.2935279246686,2.9852725035111063
11800,448.95497198018285,-1.5649048554858902,447.39006712469694,2.993033146534552
11840,448.0845043769665,-0.5740667908426842,447.5104375861238,2.9872300291797766
11880,447.2239654943586,0.4900340240789618,447.71399951843756,2.981493103295724
11920,450.20280221430767,-2.3731409708449505,447.82966124346274,3.001352014762051
11960,451.6848360493688,-3.9498777591372436,447.7349582902316,3.0112322403291256
12000,451.51939157715424,-3.918599940740486,447.60079163641376,3.0101292771810284
12040,451.2127319066857,-3.7206473952103987,447.4920845114753,3.0080848793779045
12080,451.19219063399015,-3.7935360920906844,447.3986545418995,3.0079479375599343
12120,451.4349641473384,-4.142910122280904,447.2920540250575,3.009566427648923
12160,450.92594877666187,-3.7439792381657693,447.1819695384961,3.0061729918444127
12200,447.43139824614866,-0.1823373631516234,447.249060882997,2.982875988307658
12240,450.8915287682173,-3.5530157083603386,447.33851305985695,3.005943525121449
12280,451.35632185691964,-4.128812812464369,447.22750904445525,3.0090421457127974
12320,450.7201755634477,-3.575656977707126,447.14451858574057,3.0048011704229847
12360,450.805893430305,-3.716105086120603,447.0897883441844,3.0053726228687
12400,451.38022793462835,-4.375252590235188,447.0049753443932,3.009201519564189
12440,451.9389381578983,-5.0659058169362705,446.873032340962,3.0129262543859885
12480,452.14636976182464,-5.438347355404133,446.7080224064205,3.0143091317454975
12520,451.8121081968252,-5.2648183182553865,446.5472898785698,3.012080721312168
12560,451.05229423500344,-4.620892323398815,446.4314019116046,3.007015294900023
12600,449.88048039047175,-3.494758895856921,446.3857214946148,2.999203202603145
12640,446.6130175648323,-0.10417305427941725,446.5088445105529,2.977420117098882
12680,445.91996009014184,0.939093680173398,446.85905377031526,2.972799733934279
12720,449.5703197668482,-2.530861187087165,447.039458579761,2.997135465112321
12760,450.7439172705881,-3.7320853539939254,447.0118319165942,3.0049594484705873
12800,450.52574484928647,-3.5667669008781053,446.95897794840835,3.00350496566191
12840,450.16174294061665,-3.228423311531601,446.933319629085,3.0010782862707774
12880,449.9556431574519,-3.0255379765206376,446.93010518093126,2.9997042877163462
12920,449.9239906001584,-2.9880845133588854,446.9359060867995,2.9994932706677226
12960,450.0128895187714,-3.071850069678937,446.94103944909244,3.0000859301251426
13000,450.1490164248181,-3.2131642104391505,446.93585221437894,3.0009934428321206
13040,450.2358957957871,-3.3185789103774965,446.9173168854096,3.0015726386385806
13080,449.99414451957443,-3.0907048296700794,446.90343968990436,2.9999609634638293
13120,449.46814330739744,-2.539922875498249,446.9282204318992,2.996454288715983
13160,450.2032072171798,-3.2565096669479088,446.9466975502319,3.0013547147811988
13200,450.5497926172337,-3.6406911015478562,446.90910151568585,3.0036652841148914
13240,450.2149763019511,-3.3372425444275544,446.8777337575235,3.0014331753463406
13280,449.55103193465624,-2.6660447961640026,446.88498713849225,2.997006879564375
13320,449.4218486569951,-2.4906633739008353,446.9311852830943,2.9961456577133005
13360,449.869032630432,-2.9118723994499165,446.9571602309821,2.99912688420288
13400,450.0889224921426,-3.1337178834154376,446.9552046087272,3.000592816614284
13440,450.1869928516556,-3.2430224297179038,446.9439704219377,3.001246619011037
13480,450.34583069677353,-3.4219633276931396,446.92386736908037,3.0023055379784904
13520,450.5545460238456,-3.669520734001332,446.8850252898443,3.003696973492304
13560,450.44682277404706,-3.6073340253323396,446.8394887487147,3.0029788184936472
13600,448.8278505180322,-1.9770509827416005,446.8507995352906,2.992185670120215
13640,445.6189058099285,1.4568988024226002,447.0758046123511,2.970792705399523
13680,447.1851748199777,0.22140074083576233,447.40657556081345,2.9812344987998514
13720,450.24784636931156,-2.75053895828566,447.4973074110259,3.001652309128744
13760,449.6813777011036,-2.2066954343232803,447.4746822667803,2.9978758513406905
13800,450.5918036597927,-3.094367655379603,447.4974360044131,3.003945357731951
13840,451.35466576264383,-3.952384474863072,447.40228128778074,3.009031105084292
13880,450.91776715676104,-3.608712196125877,447.3090549606352,3.0061184477117404
13920,450.5337744756923,-3.282637514301733,447.2511369613906,3.0035584965046156
13960,450.30753535967455,-3.0897222483222433,447.2178131113523,3.0020502357311636
14000,450.2040663142703,-3.0065451451373715,447.1975211691329,3.001360442095135
14040,450.19042346702,-3.0078955724034113,447.1825278946166,3.0012694897801335
14080,450.2457672765686,-3.0800902717871836,447.1656770047814,3.001638448510457
14120,450.3579943300978,-3.216005204487755,447.14198912561005,3.0023866288673187
14160,450.52098232317456,-3.411706081626108,447.10927624154846,3.0034732154878303
14200,450.7340833649481,-3.673474352474038,447.06060901247406,3.004893889099654
14240,451.0029935826709,-4.012284824063348,446.9907087586076,3.0066866238844727
14280,451.33399205029264,-4.436852347712475,446.89713970258015,3.0088932803352844
14320,451.70410081672827,-4.927990534823421,446.77611028190483,3.011360672111522
14360,451.96008101655343,-5.333291002479125,446.6267900140743,3.013067206777023
14400,451.93404578673255,-5.466037355507227,446.4680084312253,3.012893638578217
14440,452.5628687180813,-6.26759116130134,446.29527755678,3.017085791453875
14480,453.5610520277797,-7.513468506041784,446.0475835217379,3.0237403468518647
14520,453.572904611938,-7.822473203310855,445.75043140862715,3.0238193640795865
14560,450.64767161060934,-5.086833852491267,445.56083775811805,3.004317810737396
14600,448.5899751774142,-2.997719832950612,445.5922553444636,2.990599834516095
14640,450.50183824770755,-4.823656569281456,445.6781816784261,3.00334558831805
14680,449.6487318890048,-4.02470120386578,445.624030685139,2.9976582125933655
14720,448.0110988953197,-2.2548494597056976,445.756249435614,2.9867406593021313
14760,451.3025523423923,-5.511110350476486,445.7914419919158,3.0086836822826153
14800,452.85292218989235,-7.241918017536502,445.6110041723559,3.019019481265949
14840,453.03267194784587,-7.6611490981283445,445.3715228497175,3.020217812985639
14880,452.7317606394652,-7.594013899658119,445.1377467398071,3.018211737596435
14920,452.0913945542582,-7.1517973718429815,444.93959718241524,3.0139426303617216
14960,450.7465177451866,-5.924460335298738,444.82205740988786,3.0049767849679108
15000,449.7257231698493,-4.912455025363835,444.81326814448545,2.998171487798995
15040,449.582751000218,-4.7404603150549764,444.84229068516305,2.9972183400014534
15080,450.0952681456531,-5.23301337525261,444.8622547704005,3.0006351209710207
15120,450.59708667588654,-5.7697561375787085,444.8273305383078,3.0039805778392434
15160,450.3606339621508,-5.574002654650158,444.78663130750067,3.0024042264143387
15200,449.8330947818677,-5.055462644234005,444.7776321376337,2.998887298545785
