Step,Time_s,Kinetic_Energy,Potential_Energy,Total_Energy,Temperature,Pressure,Phase,Max_Cluster_Size,Avg_Cluster_Size
0,0.0,5484.1557708990085,4004.940606232568,9489.096377131576,60.9350641211001,5.907031399130582,GAS,2,1.0909090909090908
10,0.005,9121.361964345802,80.97062791681105,9202.332592262614,101.34846627050891,1.9078875327072766,GAS,2,1.0909090909090908
20,0.01,8865.271521675093,21.990778563758692,8887.262300238852,98.50301690750103,1.7800803716618845,GAS,2,1.0909090909090908
30,0.015,8544.651351466042,41.68160506488242,8586.332956530925,94.94057057184492,1.7407310684300104,GAS,2,1.0909090909090908
40,0.02,8253.832166326112,46.98560713384944,8300.817773459961,91.70924629251236,1.6900167962224357,GAS,2,1.0909090909090908
50,0.025,7998.598805679284,30.35795796310511,8028.956763642389,88.87332006310315,1.6189118617593292,GAS,2,1.0714285714285714
60,0.03,7756.931451394955,12.55320374091913,7769.484655135874,86.18812723772172,1.5486384011374488,GAS,2,1.0714285714285714
70,0.035,7519.169311292882,2.8397922924568544,7522.009103585339,83.54632568103203,1.489082347167122,GAS,2,1.0714285714285714
80,0.04,7287.546593921706,-1.2335074535368766,7286.313086468169,80.9727399324634,1.4378911070717033,GAS,2,1.0714285714285714
90,0.045,7064.717772208899,-2.72393222974837,7061.993839979151,78.49686413565443,1.3918716497075363,GAS,2,1.0714285714285714
100,0.05,6851.745673131232,-3.145543270599462,6848.6001298606325,76.13050747923592,1.3493025470260458,GAS,2,1.0909090909090908
110,0.055,6648.778919888015,-3.1581897083707355,6645.620730179644,73.87532133208904,1.3093517241506747,GAS,2,1.0909090909090908
120,0.06,6455.576886552423,-3.0084420727239163,6452.5684444797,71.7286320728047,1.2716169447686103,GAS,2,1.0909090909090908
130,0.065,6271.755321466732,-2.7709666653372196,6268.984354801395,69.68617023851925,1.2358854959975123,GAS,2,1.0909090909090908
140,0.07,6096.885242339244,-2.519217538705706,6094.366024800538,67.74316935932492,1.2019927284576397,GAS,2,1.0909090909090908
150,0.075,5930.51662868242,-2.2175232024449936,5928.299105479975,65.89462920758244,1.169867185723207,GAS,2,1.0714285714285714
160,0.08,5772.18395790388,-1.8199141673788501,5770.364043736501,64.13537731004311,1.1394637634318254,GAS,2,1.0714285714285714
170,0.085,5621.433291358654,-1.257002235999151,5620.176289122655,62.46036990398505,1.11077110998236,GAS,2,1.0714285714285714
180,0.09,5477.8185748318965,-0.4541643172579936,5477.364410514639,60.86465083146552,1.0837934645321226,GAS,2,1.0714285714285714
190,0.095,5340.912663206678,0.6686692375006174,5341.581332444179,59.34347403562976,1.0585440860434243,GAS,2,1.0714285714285714
200,0.1,5210.322069676754,2.177167377764398,5212.499237054519,57.89246744085282,1.035024255147877,GAS,2,1.0526315789473684
210,0.105,5085.708559891964,4.118837251014313,5089.827397142978,56.507872887688485,1.013208845898937,GAS,2,1.0526315789473684
220,0.11,4966.814183318651,6.429988293499706,4973.24417161215,55.18682425909612,0.9929756415762,GAS,2,1.0526315789473684
230,0.115,4853.489770856024,8.98646891236802,4862.476239768392,53.92766412062249,0.9741197108201768,GAS,2,1.0526315789473684
240,0.12,4745.712044299339,11.53646876362981,4757.248513062969,52.730133825548215,0.9563058880749186,GAS,2,1.0526315789473684
250,0.125,4643.56004657897,13.701008562826242,4657.2610551417965,51.595111628655225,0.9390789157402135,GAS,2,1.0526315789473684
260,0.13,4547.12927602245,15.147390006759354,4562.276666029209,50.523658622471665,0.9220009488255378,GAS,2,1.0526315789473684
270,0.135,4456.418863095964,15.565030726322764,4471.983893822287,49.51576514551071,0.9046953796121059,GAS,2,1.0526315789473684
280,0.14,4371.22885974645,14.872111099559222,4386.10097084601,48.569209552738336,0.8870205276164621,GAS,2,1.0526315789473684
290,0.145,4291.140174751087,13.21724496328113,4304.357419714368,47.67933527501208,0.8690868160779605,GAS,2,1.0526315789473684
300,0.15,4215.591837610824,10.930241110485104,4226.522078721309,46.83990930678693,0.8511984852363491,GAS,3,1.1111111111111112
310,0.155,4144.005276513152,8.362947703833772,4152.368224216986,46.04450307236836,0.8337045920027478,GAS,3,1.1111111111111112
320,0.16,4075.8873850324208,5.826566987197457,4081.7139520196183,45.28763761147134,0.8169125177907282,GAS,3,1.1111111111111112
330,0.165,4010.8746117762603,3.519942111891214,4014.3945538881517,44.56527346418067,0.8010196581816179,GAS,3,1.1111111111111112
340,0.17,3948.7330908459157,1.5277656737295722,3950.260856519645,43.87481212051018,0.7861118834001191,GAS,3,1.1111111111111112
350,0.17500000000000002,3889.3019757809834,-0.12955506623320745,3889.1724207147504,43.21446639756648,0.7721979313004473,GAS,3,1.1320754716981132
360,0.18,3832.4777002307305,-1.4888952314158033,3830.9888049993147,42.58308555811923,0.7592336753142179,GAS,3,1.1320754716981132
370,0.185,3778.1781108453088,-2.577321582244683,3775.600789263064,41.979756787170096,0.7471732398025331,GAS,3,1.1320754716981132
380,0.19,3726.3236671844097,-3.4715333535688937,3722.852133830841,41.403596302048996,0.7359439731871333,GAS,3,1.1320754716981132
390,0.195,3676.8191497306816,-4.159170058011479,3672.65997967267,40.853546108118685,0.7255348458297021,GAS,3,1.1320754716981132
400,0.2,3629.542791323885,-4.649054247684467,3624.8937370762005,40.328253236932056,0.7159383216977652,GAS,3,1.1320754716981132
410,0.20500000000000002,3584.326799761306,-4.88874209258737,3579.4380576687186,39.82585333068118,0.7072084515108944,GAS,3,1.1320754716981132
420,0.21,3540.9135338620626,-4.711683313175002,3536.2018505488877,39.34348370957847,0.699507743092124,GAS,3,1.1320754716981132
